"Cod_aero";"Aero";"Cod_parque";"minTime";"maxTime";"tiempo_s";"len";"tecnico";"filepath"
"0616";"12W-19";"PBUI";"2018-03-13 12:20:26.000";"2018-03-13 12:26:25.000";359;442,860110344894;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0617";"12W-20";"PBUI";"2018-03-13 12:28:59.000";"2018-03-13 12:35:54.000";415;430,223531001213;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0621";"12W-24";"PBUI";"2018-03-13 12:38:56.000";"2018-03-13 12:48:08.000";552;328,598605076608;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0627";"12W-30";"PBUI";"2018-03-13 13:03:09.000";"2018-03-13 13:08:19.000";310;143,766130559333;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0628";"12W-31";"PBUI";"2018-03-13 13:10:28.000";"2018-03-13 13:18:03.000";455;293,230751479508;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0629";"01";"PCAR";"2018-03-12 11:01:13.000";"2018-03-12 11:09:35.000";502;242,766717295409;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0634";"06";"PCAR";"2018-03-12 10:50:07.000";"2018-03-12 10:57:54.000";467;400,47430159174;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0639";"11";"PCAR";"2018-03-12 10:35:18.000";"2018-03-12 10:44:24.000";546;502,220406283927;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0644";"16";"PCAR";"2018-03-12 09:15:40.000";"2018-03-12 09:23:48.000";488;498,929480957509;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0648";"20";"PCAR";"2018-03-12 09:28:49.000";"2018-03-12 09:35:46.000";417;300,76900894738;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0649";"21";"PCAR";"2018-03-12 09:35:59.000";"2018-03-12 09:44:05.000";486;394,065529964193;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0654";"26";"PCAR";"2018-03-12 09:49:40.000";"2018-03-12 09:58:59.000";559;433,454006407807;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0659";"31";"PCAR";"2018-03-12 10:01:49.000";"2018-03-12 10:13:12.000";683;445,064848470973;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0664";"36";"PCAR";"2018-03-12 10:24:27.000";"2018-03-12 10:26:18.000";111;96,2034399602626;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
